review_id,review_date,product_id,product_name,user_id,channel,rating,review_text
20251106-M-001,2025-11-06,P103,Product 3,U2473,mobile,3,보통 수준의 제품입니다.
20251102-W-002,2025-11-02,P109,Product 9,U1357,web,3,기대했던 것과 비슷합니다.
20251102-M-003,2025-11-02,P106,Product 6,U6034,mobile,3,기대했던 것과 비슷합니다.
20251103-M-004,2025-11-03,P105,Product 5,U7098,mobile,3,가격을 생각하면 적당한 것 같습니다.
20251101-W-005,2025-11-01,P107,Product 7,U6930,web,5,디자인도 예쁘고 사용하기 편리합니다.
20251103-M-006,2025-11-03,P101,Product 1,U3809,mobile,3,기대했던 것과 비슷합니다.
20251106-A-007,2025-11-06,P103,Product 3,U7156,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251103-M-008,2025-11-03,P107,Product 7,U7580,mobile,2,가격 대비 별로입니다. 환불하고 싶네요.
20251101-W-009,2025-11-01,P105,Product 5,U7144,web,3,특별히 나쁘지도 좋지도 않네요.
20251104-A-010,2025-11-04,P102,Product 2,U6578,app,3,무난한 제품입니다. 평범해요.
20251103-W-011,2025-11-03,P103,Product 3,U7650,web,4,디자인도 예쁘고 사용하기 편리합니다.
20251104-W-012,2025-11-04,P103,Product 3,U3416,web,3,보통 수준의 제품입니다.
20251107-M-013,2025-11-07,P106,Product 6,U8189,mobile,2,가격 대비 별로입니다. 환불하고 싶네요.
20251107-A-014,2025-11-07,P110,Product 10,U2171,app,3,기대했던 것과 비슷합니다.
20251102-W-015,2025-11-02,P103,Product 3,U6956,web,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251101-A-016,2025-11-01,P108,Product 8,U4297,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251107-W-017,2025-11-07,P104,Product 4,U8984,web,3,보통 수준의 제품입니다.
20251106-A-018,2025-11-06,P106,Product 6,U2744,app,4,재구매 의사 100%입니다. 강력 추천!
20251104-A-019,2025-11-04,P108,Product 8,U1294,app,3,무난한 제품입니다. 평범해요.
20251101-M-020,2025-11-01,P102,Product 2,U6696,mobile,3,기대했던 것과 비슷합니다.
20251106-A-021,2025-11-06,P109,Product 9,U7192,app,1,기대 이하입니다. 실망스러워요.
20251104-W-022,2025-11-04,P109,Product 9,U7971,web,4,디자인도 예쁘고 사용하기 편리합니다.
20251103-W-023,2025-11-03,P109,Product 9,U2750,web,3,특별히 나쁘지도 좋지도 않네요.
20251103-W-024,2025-11-03,P109,Product 9,U5240,web,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251107-W-025,2025-11-07,P104,Product 4,U9816,web,3,가격을 생각하면 적당한 것 같습니다.
20251102-M-026,2025-11-02,P103,Product 3,U2244,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251106-M-027,2025-11-06,P110,Product 10,U4093,mobile,1,사진과 실물이 너무 달라요.
20251101-W-028,2025-11-01,P101,Product 1,U1928,web,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251103-M-029,2025-11-03,P101,Product 1,U5035,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251107-A-030,2025-11-07,P110,Product 10,U4180,app,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251107-M-031,2025-11-07,P102,Product 2,U7211,mobile,2,품질이 생각보다 좋지 않습니다.
20251106-M-032,2025-11-06,P102,Product 2,U5489,mobile,2,기대 이하입니다. 실망스러워요.
20251104-A-033,2025-11-04,P102,Product 2,U9326,app,3,특별히 나쁘지도 좋지도 않네요.
20251107-M-034,2025-11-07,P106,Product 6,U4487,mobile,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251101-W-035,2025-11-01,P107,Product 7,U9601,web,4,가격 대비 성능이 정말 좋네요. 추천합니다!
20251104-W-036,2025-11-04,P107,Product 7,U7963,web,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251105-A-037,2025-11-05,P107,Product 7,U8381,app,1,품질이 생각보다 좋지 않습니다.
20251101-W-038,2025-11-01,P110,Product 10,U3611,web,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251104-W-039,2025-11-04,P106,Product 6,U2831,web,3,무난한 제품입니다. 평범해요.
20251107-A-040,2025-11-07,P104,Product 4,U7546,app,3,보통 수준의 제품입니다.
20251105-A-041,2025-11-05,P110,Product 10,U5691,app,2,기대 이하입니다. 실망스러워요.
20251101-W-042,2025-11-01,P110,Product 10,U8183,web,2,기대 이하입니다. 실망스러워요.
20251103-M-043,2025-11-03,P105,Product 5,U4559,mobile,3,무난한 제품입니다. 평범해요.
20251105-A-044,2025-11-05,P102,Product 2,U1085,app,3,가격을 생각하면 적당한 것 같습니다.
20251101-W-045,2025-11-01,P110,Product 10,U1855,web,5,배송도 빠르고 제품도 기대 이상입니다.
20251103-M-046,2025-11-03,P106,Product 6,U6416,mobile,3,보통 수준의 제품입니다.
20251104-A-047,2025-11-04,P103,Product 3,U8051,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251105-W-048,2025-11-05,P109,Product 9,U8911,web,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251107-M-049,2025-11-07,P102,Product 2,U1572,mobile,5,재구매 의사 100%입니다. 강력 추천!
20251105-W-050,2025-11-05,P102,Product 2,U6790,web,1,사진과 실물이 너무 달라요.
20251106-A-051,2025-11-06,P109,Product 9,U9484,app,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251104-W-052,2025-11-04,P107,Product 7,U8417,web,3,가격을 생각하면 적당한 것 같습니다.
20251103-M-053,2025-11-03,P103,Product 3,U9841,mobile,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251104-W-054,2025-11-04,P108,Product 8,U1709,web,1,배송이 너무 늦었어요. 불만족스럽습니다.
20251105-M-055,2025-11-05,P102,Product 2,U5080,mobile,4,디자인도 예쁘고 사용하기 편리합니다.
20251107-A-056,2025-11-07,P104,Product 4,U5829,app,3,무난한 제품입니다. 평범해요.
20251101-A-057,2025-11-01,P106,Product 6,U2376,app,3,기대했던 것과 비슷합니다.
20251102-M-058,2025-11-02,P108,Product 8,U5012,mobile,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251101-M-059,2025-11-01,P101,Product 1,U8271,mobile,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251107-M-060,2025-11-07,P107,Product 7,U9909,mobile,1,기대 이하입니다. 실망스러워요.
20251101-M-061,2025-11-01,P106,Product 6,U1058,mobile,5,재구매 의사 100%입니다. 강력 추천!
20251104-A-062,2025-11-04,P101,Product 1,U6959,app,2,사진과 실물이 너무 달라요.
20251105-W-063,2025-11-05,P106,Product 6,U7460,web,3,보통 수준의 제품입니다.
20251107-M-064,2025-11-07,P103,Product 3,U4433,mobile,3,무난한 제품입니다. 평범해요.
20251104-A-065,2025-11-04,P104,Product 4,U2943,app,5,디자인도 예쁘고 사용하기 편리합니다.
20251101-W-066,2025-11-01,P104,Product 4,U7638,web,1,품질이 생각보다 좋지 않습니다.
20251102-W-067,2025-11-02,P110,Product 10,U9012,web,2,사진과 실물이 너무 달라요.
20251105-A-068,2025-11-05,P105,Product 5,U8632,app,5,가격 대비 성능이 정말 좋네요. 추천합니다!
20251106-W-069,2025-11-06,P108,Product 8,U5558,web,2,배송이 너무 늦었어요. 불만족스럽습니다.
20251103-W-070,2025-11-03,P104,Product 4,U6904,web,1,사진과 실물이 너무 달라요.
20251101-W-071,2025-11-01,P108,Product 8,U8730,web,3,무난한 제품입니다. 평범해요.
20251102-A-072,2025-11-02,P109,Product 9,U6393,app,1,품질이 생각보다 좋지 않습니다.
20251101-A-073,2025-11-01,P105,Product 5,U6486,app,3,보통 수준의 제품입니다.
20251104-M-074,2025-11-04,P107,Product 7,U7732,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251104-W-075,2025-11-04,P106,Product 6,U2711,web,1,사진과 실물이 너무 달라요.
20251103-W-076,2025-11-03,P109,Product 9,U6046,web,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251105-A-077,2025-11-05,P104,Product 4,U8355,app,3,보통 수준의 제품입니다.
20251104-W-078,2025-11-04,P108,Product 8,U3165,web,1,사진과 실물이 너무 달라요.
20251106-M-079,2025-11-06,P109,Product 9,U9857,mobile,3,특별히 나쁘지도 좋지도 않네요.
20251105-A-080,2025-11-05,P109,Product 9,U6016,app,4,정말 만족스러운 제품입니다. 품질이 훌륭해요!
20251103-A-081,2025-11-03,P107,Product 7,U2722,app,2,기대 이하입니다. 실망스러워요.
20251104-M-082,2025-11-04,P104,Product 4,U1228,mobile,5,배송도 빠르고 제품도 기대 이상입니다.
20251105-W-083,2025-11-05,P103,Product 3,U7836,web,3,특별히 나쁘지도 좋지도 않네요.
20251107-W-084,2025-11-07,P105,Product 5,U3953,web,3,특별히 나쁘지도 좋지도 않네요.
20251103-A-085,2025-11-03,P102,Product 2,U9719,app,3,특별히 나쁘지도 좋지도 않네요.
20251103-M-086,2025-11-03,P102,Product 2,U5692,mobile,2,가격 대비 별로입니다. 환불하고 싶네요.
20251106-W-087,2025-11-06,P108,Product 8,U5897,web,2,품질이 생각보다 좋지 않습니다.
20251101-A-088,2025-11-01,P103,Product 3,U3572,app,3,특별히 나쁘지도 좋지도 않네요.
20251102-A-089,2025-11-02,P102,Product 2,U6815,app,1,가격 대비 별로입니다. 환불하고 싶네요.
20251102-A-090,2025-11-02,P110,Product 10,U4433,app,5,정말 만족스러운 제품입니다. 품질이 훌륭해요!
